date,avg_module_temp,avg_amb_temp,avg_wind_speed,avg_irradiance,total_ac_power_w,readings_count,daily_solar_kwh,synth_humidity,synth_cloud_cover,load_kwh,avg_amb_temp_lag1,avg_amb_temp_lag2,avg_amb_temp_lag3,avg_amb_temp_roll7,synth_humidity_lag1,synth_humidity_lag2,synth_humidity_lag3,synth_humidity_roll7,synth_cloud_cover_lag1,synth_cloud_cover_lag2,synth_cloud_cover_lag3,synth_cloud_cover_roll7,avg_wind_speed_lag1,avg_wind_speed_lag2,avg_wind_speed_lag3,avg_wind_speed_roll7,avg_irradiance_lag1,avg_irradiance_lag2,avg_irradiance_lag3,avg_irradiance_roll7,daily_solar_kwh_lag1,daily_solar_kwh_lag2,daily_solar_kwh_lag3,daily_solar_kwh_roll7
2023-01-04,41.175466944444445,26.581560763888888,524.1681040277778,464.9079844444445,19789684,144,1649.1403333333333,74.32436890009568,33.86868619879918,1396.971453037431,26.659041944444443,24.09696451388889,26.39043715277778,25.93200109375,69.90892171828123,67.26019623719964,69.28835218866726,70.19545976106096,27.054206196852103,44.382684945374216,56.05565169723499,40.34030725956512,392.41117414583334,455.7523607986111,518.7464138888889,472.7695132152778,506.44641447916666,374.34860131944447,411.8056391111111,439.3771598385417,1800.4953333333333,1328.7395833333333,1508.184,1571.6398125
2023-01-05,39.878158263888885,24.081467777777775,506.86168436805553,413.86112663194444,17648393,144,1470.6994166666666,66.78849923749442,32.381052294424904,1467.9228224017133,26.581560763888888,26.659041944444443,24.09696451388889,25.561894430555554,74.32436890009568,69.90892171828123,67.26019623719964,69.51406765634765,33.86868619879918,27.054206196852103,44.382684945374216,38.748456266537076,524.1681040277778,392.41117414583334,455.7523607986111,479.5879474458334,464.9079844444445,506.44641447916666,374.34860131944447,434.27395319722217,1649.1403333333333,1800.4953333333333,1328.7395833333333,1551.4517333333333
2023-01-06,40.53157743055556,24.82013173611111,540.879462125,403.7020292708333,17474436,144,1456.203,66.41924934719854,37.1832719409143,1346.9801080589411,24.081467777777775,26.581560763888888,26.659041944444443,25.438267314814812,66.78849923749442,74.32436890009568,69.90892171828123,68.9982646048228,32.381052294424904,33.86868619879918,27.054206196852103,38.48759221226661,506.86168436805553,524.1681040277778,392.41117414583334,489.80319989236114,413.86112663194444,464.9079844444445,506.44641447916666,429.17863254282406,1470.6994166666666,1649.1403333333333,1800.4953333333333,1535.5769444444443
2023-01-07,36.87263708333333,24.169281041666668,511.20894499305564,307.89303680555554,13458381,144,1121.53175,75.81142355670363,49.663244888481884,1278.6539861245133,24.82013173611111,24.081467777777775,26.581560763888888,25.256983561507933,66.41924934719854,66.78849923749442,74.32436890009568,69.97157302652006,37.1832719409143,32.381052294424904,33.86868619879918,40.084114023154505,540.879462125,506.86168436805553,524.1681040277778,492.8611634781746,403.7020292708333,413.86112663194444,464.9079844444445,411.85211886607146,1456.203,1470.6994166666666,1649.1403333333333,1476.427630952381
2023-01-08,41.78122972222222,25.915213055555554,408.6927693472222,401.92751258333334,16962919,144,1413.5765833333332,70.87956711798677,38.63392054597749,1180.9132180669392,24.169281041666668,24.82013173611111,24.081467777777775,25.189094404761907,75.81142355670363,66.41924934719854,66.78849923749442,70.19888944499426,49.663244888481884,37.1832719409143,32.381052294424904,37.59529528726058,511.20894499305564,540.879462125,506.86168436805553,477.13921425793654,307.89303680555554,403.7020292708333,413.86112663194444,410.4409579335317,1121.53175,1456.203,1470.6994166666666,1462.9122857142859
2023-01-09,42.12329666666667,25.605283888888888,392.5599406666667,418.4748661111111,17992921,144,1499.4100833333332,64.84998612588079,42.22526258013992,1376.028579913288,25.915213055555554,24.169281041666668,24.82013173611111,25.404568601190476,70.87956711798677,75.81142355670363,66.41924934719854,69.85457371480587,38.63392054597749,49.663244888481884,37.1832719409143,37.28709209222711,408.6927693472222,511.20894499305564,540.879462125,468.1117256676588,401.92751258333334,307.89303680555554,403.7020292708333,416.744710046627,1413.5765833333332,1121.53175,1456.203,1487.2937857142856
2023-01-10,42.33404270833333,26.018522708333332,550.7971834722223,390.2305143055556,16896815,144,1408.0679166666664,69.70353886376316,48.25715327618536,1340.9888741472773,25.605283888888888,25.915213055555554,24.169281041666668,25.313065853174603,64.84998612588079,70.87956711798677,75.81142355670363,69.82523330701757,42.22526258013992,38.63392054597749,49.663244888481884,40.31608453213186,392.5599406666667,408.6927693472222,511.20894499305564,490.7382984285714,418.4748661111111,401.92751258333334,307.89303680555554,400.142438593254,1499.4100833333332,1413.5765833333332,1121.53175,1431.2327261904761
2023-01-11,42.14871291666667,24.742650069444444,488.84449252083334,425.95739590277776,18264192,144,1522.016,65.31158650121547,53.87866727543565,1322.5319584066874,26.018522708333332,25.605283888888888,25.915213055555554,25.050364325396828,69.70353886376316,64.84998612588079,70.87956711798677,68.53769296432039,48.25715327618536,42.22526258013992,38.63392054597749,43.17465325736565,550.7971834722223,392.5599406666667,408.6927693472222,485.6920682132937,390.2305143055556,418.4748661111111,401.92751258333334,394.5780688015872,1408.0679166666664,1499.4100833333332,1413.5765833333332,1413.0721071428572
2023-01-12,36.79109215277778,22.289046597222224,465.8849622916666,333.86010336805555,14418633,144,1201.55275,66.52682793353759,46.14173748584547,1485.4004916165404,24.742650069444444,26.018522708333332,25.605283888888888,24.79430415674603,65.31158650121547,69.70353886376316,64.84998612588079,68.50031134946943,53.87866727543565,48.25715327618536,42.22526258013992,45.140465427568586,488.84449252083334,550.7971834722223,392.5599406666667,479.83825077380953,425.95739590277776,390.2305143055556,418.4748661111111,383.14935119246036,1522.016,1408.0679166666664,1499.4100833333332,1374.6225833333333
2023-01-13,44.92971979166666,25.021586111111112,491.68756309027776,488.0210515277778,21034487,144,1752.8739166666664,68.69901830227462,40.82187247109886,1366.3965375119824,22.289046597222224,24.742650069444444,26.018522708333332,24.823083353174606,66.52682793353759,65.31158650121547,69.70353886376316,68.825992628766,46.14173748584547,53.87866727543565,48.25715327618536,45.66026550330923,465.8849622916666,488.84449252083334,550.7971834722223,472.81083662599207,333.86010336805555,425.95739590277776,390.2305143055556,395.19492580059523,1201.55275,1522.016,1408.0679166666664,1417.0041428571428
2023-01-14,39.537150833333335,23.31697625,406.8910505625,468.81192027777774,20202235,144,1683.5195833333332,58.775110651711,33.87466261782436,979.6124941361253,25.021586111111112,22.289046597222224,24.742650069444444,24.701325525793653,68.69901830227462,66.52682793353759,65.31158650121547,66.39223364233848,40.82187247109886,46.14173748584547,53.87866727543565,43.40475375035816,491.68756309027776,465.8849622916666,488.84449252083334,457.9082802787699,488.0210515277778,333.86010336805555,425.95739590277776,418.1833377251984,1752.8739166666664,1201.55275,1522.016,1497.288119047619
2023-01-15,26.300363333333333,20.331330833333332,448.64466505555555,216.23936890277776,10111375,144,842.6145833333333,61.209745420768165,69.89361505937964,1096.012958359593,23.31697625,25.021586111111112,22.289046597222224,23.90362806547619,58.775110651711,68.69901830227462,66.52682793353759,65.01083054273583,33.87466261782436,40.82187247109886,46.14173748584547,47.870424395129895,406.8910505625,491.68756309027776,465.8849622916666,463.6156939513889,468.81192027777774,488.0210515277778,333.86010336805555,391.6564600565476,1683.5195833333332,1752.8739166666664,1201.55275,1415.722119047619
2023-01-16,27.007793958333334,18.430434444444444,429.2885802777778,231.38188944444443,10559495,144,879.9579166666666,67.97334513157291,73.60734134954502,1498.9143951520916,20.331330833333332,23.31697625,25.021586111111112,22.878649573412698,61.209745420768165,58.775110651711,68.69901830227462,65.45702468640614,69.89361505937964,33.87466261782436,40.82187247109886,52.353578505044915,448.64466505555555,406.8910505625,491.68756309027776,468.86264246726194,216.23936890277776,468.81192027777774,488.0210515277778,364.9288919613095,842.6145833333333,1683.5195833333332,1752.8739166666664,1327.2289523809525
2023-01-17,31.68869652777778,19.78895625,414.90788,289.5711771527778,12776388,144,1064.699,65.04136627332788,51.231966340341515,1268.0205979420004,18.430434444444444,20.331330833333332,23.31697625,21.988711507936504,67.97334513157291,61.209745420768165,58.775110651711,64.79100003062966,73.60734134954502,69.89361505937964,33.87466261782436,52.77855179992436,429.2885802777778,448.64466505555555,406.8910505625,449.449884828373,231.38188944444443,216.23936890277776,468.81192027777774,350.54898665376976,879.9579166666666,842.6145833333333,1683.5195833333332,1278.17625
2023-01-18,34.30979055555556,20.739402847222223,458.54584847222225,368.3448309722222,16200104,144,1350.0086666666666,71.20153523936527,52.449744129737795,1267.3852293179516,19.78895625,18.430434444444444,20.331330833333332,21.416819047619047,65.04136627332788,67.97334513157291,61.209745420768165,65.63242127893679,51.231966340341515,73.60734134954502,69.89361505937964,52.574419921967525,414.90788,429.2885802777778,448.64466505555555,445.12150710714286,289.5711771527778,231.38188944444443,216.23936890277776,342.31862023511906,1064.699,879.9579166666666,842.6145833333333,1253.6037738095238
2023-01-19,39.812497291666666,21.462569305555558,370.88972430555555,459.12603472222224,19851835,144,1654.3195833333332,64.72859496961617,38.249004209049836,1420.066728621076,20.739402847222223,19.78895625,18.430434444444444,21.29875086309524,71.20153523936527,65.04136627332788,67.97334513157291,65.37553085551943,52.449744129737795,51.231966340341515,73.60734134954502,51.446886596711,458.54584847222225,414.90788,429.2885802777778,431.5507588234127,368.3448309722222,289.5711771527778,231.38188944444443,360.21375328571423,1350.0086666666666,1064.699,879.9579166666666,1318.28475
2023-01-20,36.881109583333334,22.18057013888889,455.63665994444443,408.744600625,18124730,144,1510.3941666666665,61.848196423879095,47.779262639455325,1422.9475466879023,21.462569305555558,20.739402847222223,19.78895625,20.89289143849206,64.72859496961617,71.20153523936527,65.04136627332788,64.39684201574865,38.249004209049836,52.449744129737795,51.231966340341515,52.44079947790478,370.88972430555555,458.54584847222225,414.90788,426.4006298025794,459.12603472222224,368.3448309722222,289.5711771527778,348.8885460138889,1654.3195833333332,1350.0086666666666,1064.699,1283.6447857142855
